mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__estimator__C,param_tfidf__max_features,param_tfidf__ngram_range,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
8.79109721183777,0.6101188198033054,0.8271525859832763,0.11530014788622586,5.0,20000,"(1, 1)","{'clf__estimator__C': 5.0, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 1)}",0.7495274102079396,0.7344045368620038,0.759697256385998,0.7246925260170294,0.7398297067171239,0.7416302872380188,0.012092321855491974,1
19.47087116241455,0.6429969963677257,1.417034673690796,0.3220784702221711,5.0,20000,"(1, 2)","{'clf__estimator__C': 5.0, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 2)}",0.7495274102079396,0.7391304347826086,0.7549668874172185,0.7265846736045412,0.7379375591296121,0.7416293930283839,0.009863928673030344,2
18.23039131164551,2.4204970848669816,1.2882486820220946,0.25378035676340993,10.0,20000,"(1, 2)","{'clf__estimator__C': 10.0, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 2)}",0.7485822306238186,0.7344045368620038,0.7568590350047304,0.7303689687795648,0.7350993377483444,0.7410628218036924,0.01000316203449278,3
8.961428308486939,0.8280249775970365,0.8618235111236572,0.023665991801506445,10.0,20000,"(1, 1)","{'clf__estimator__C': 10.0, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 1)}",0.7542533081285444,0.7334593572778828,0.760643330179754,0.7199621570482497,0.7341532639545885,0.7404942833178039,0.014876570661872214,4
19.31381163597107,0.6795370180059185,1.502724027633667,0.4470190068899811,1.0,20000,"(1, 2)","{'clf__estimator__C': 1.0, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 2)}",0.7551984877126654,0.7400756143667296,0.7398297067171239,0.7360454115421002,0.7265846736045412,0.739546778788632,0.00922617419001581,5
8.20325756072998,0.8295790478526992,0.9923021793365479,0.27680571086596717,1.0,20000,"(1, 1)","{'clf__estimator__C': 1.0, 'tfidf__max_features': 20000, 'tfidf__ngram_range': (1, 1)}",0.7523629489603024,0.7344045368620038,0.7436140018921475,0.7303689687795648,0.7322611163670766,0.7386023145722191,0.008247329069194877,6
17.454151582717895,0.4025604009165194,1.3492696762084961,0.34735123350634006,5.0,10000,"(1, 2)","{'clf__estimator__C': 5.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2)}",0.7448015122873346,0.7325141776937618,0.7436140018921475,0.7171239356669821,0.7294228949858089,0.7334953045052071,0.010156645292340805,7
20.497807836532594,5.075695181293956,1.2457984924316405,0.3547751290273906,1.0,10000,"(1, 2)","{'clf__estimator__C': 1.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2)}",0.7448015122873346,0.7315689981096408,0.7360454115421002,0.7209082308420057,0.7322611163670766,0.7331170538296317,0.007710853552456367,8
14.612473249435425,0.8207662047319509,1.5398143768310546,0.3846842258824141,1.0,10000,"(1, 1)","{'clf__estimator__C': 1.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1)}",0.7438563327032136,0.7268431001890359,0.738883632923368,0.727530747398297,0.727530747398297,0.7329289121224422,0.007073679269416254,9
7.462900876998901,0.6776065238588102,0.8466137409210205,0.08815836952743038,5.0,10000,"(1, 1)","{'clf__estimator__C': 5.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1)}",0.7410207939508506,0.7277882797731569,0.7473982970671712,0.7123935666982024,0.7294228949858089,0.7316047664950381,0.012053991146475424,10
17.824826955795288,0.7343115200500331,1.0384257793426515,0.05399652469139868,10.0,10000,"(1, 2)","{'clf__estimator__C': 10.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 2)}",0.7438563327032136,0.724007561436673,0.7407757805108799,0.7161778618732261,0.7303689687795648,0.7310373010607114,0.01029400208314725,11
7.8569385528564455,0.6982118009703003,1.0712204456329346,0.3170843010011085,10.0,10000,"(1, 1)","{'clf__estimator__C': 10.0, 'tfidf__max_features': 10000, 'tfidf__ngram_range': (1, 1)}",0.7372400756143668,0.7296786389413988,0.7521286660359509,0.7038789025543992,0.7294228949858089,0.730469835626385,0.015644429569295598,12
